"index","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","feature22","feature23","feature24","feature25","feature26","feature27","feature28","feature29","feature30","feature31","feature32","feature33","feature34","feature35","feature36","feature37","feature38","feature39","feature40","feature41","feature42","feature43","feature44","feature45","feature46","feature47","feature48","feature49","feature50","feature51","feature52","feature53","feature54","feature55","feature56","feature57","feature58","feature59","feature60","feature61","feature62","feature63","feature64","feature65","feature66","feature67","feature68","feature69","feature70","feature71","feature72","feature73","feature74","feature75","feature76","feature77","feature78","feature79","feature80","feature81","feature82","feature83","feature84","feature85","feature86","feature87","feature88","feature89","feature90","feature91","feature92","feature93","feature94","feature95","feature96","feature97","feature98","feature99","feature100","feature101","feature102","feature103","feature104","feature105","feature106","feature107","feature108","feature109","feature110","feature111","feature112","feature113","feature114","feature115","feature116"
497,0.611704,1.62116,0.183613,-1.364017,0.539343,-2.343884,-2.063948,-2.220285,-0.031481,-1.377739,-0.166438,-2.711357,-1.892257,-1.976471,-1.569029,0.127473,-0.844441,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.450457,-0.490437,-0.286204,-0.612271,-0.388112,-0.139589,-0.938125,-0.700794,-0.72158,-0.920595,-0.508384,0.424402,-0.263757,0.28283,1.197061,1.100394,2.108743,1.340673,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.519734,-0.154836,1.098325,0.875902,1.458071,1.525674,-0.386058,0.06836,0.194786,0.295989,1.182065,0.618124,1.217281,1.137032,1.566705,3.836975,7.124747,3.123954,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.486977,-0.67769,0.199623,-0.514664,0.342871,0.758032,-0.763356,0.691106,-0.046389,0.188158,0.799234,1.926947,1.612049,2.036062,3.894729,3.143604,4.232226,3.252381,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813,-0.45813
970,-0.295499,-0.156563,-0.47713,0.571736,1.574665,0.048656,-0.620368,1.168494,0.190027,-1.3089,0.846725,-1.232218,0.787001,-0.694158,-0.701222,-0.116841,-1.474602,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,1.919783,-0.648419,-0.270325,-0.717365,1.28749,-1.059062,-0.885743,-1.040814,-0.429877,-0.499105,-0.091189,-0.403941,-0.297333,-0.565592,-0.182843,-0.541505,-0.095563,-0.493551,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,1.254234,-0.544474,0.082932,-0.361234,-0.01176,-0.354622,-0.46519,-1.014124,1.5006,0.597439,-0.18794,-0.32897,0.125366,0.246402,-0.385126,-0.25247,-0.154395,0.122435,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,1.426109,-0.757242,0.367773,-0.227536,-0.738453,0.258421,0.835635,-1.115056,-0.595771,-0.799796,-0.718202,-0.867649,-1.155639,-1.210984,-0.994577,-0.97045,-0.593805,-0.704311,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666,1.181666
695,-0.802889,-0.733385,-1.072167,0.530222,-0.982444,0.838512,0.106568,-0.666946,-1.588534,-4.573977,-5.689593,-2.555616,-0.067196,0.64011,3.619486,2.556659,-0.120986,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,1.79768,-1.252759,-1.083758,-1.087983,0.436909,-1.162064,-0.714204,-1.782766,-1.4569,-1.671202,-1.129015,-1.069987,-1.145489,-1.814673,-1.017466,-0.300701,-0.642534,-0.460551,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,1.563827,-0.818952,-0.995365,-1.633577,0.639505,-1.141865,-1.01889,-1.002899,1.904333,3.792829,4.304062,1.712654,2.580663,2.878172,3.189552,4.443429,4.104201,2.676615,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,1.854411,-0.530085,-0.275614,-1.257634,-0.545994,-1.291148,-0.326691,-1.590647,-0.728465,0.719609,2.191954,3.201927,-0.183697,-0.440635,0.250117,1.166897,1.895365,1.631406,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209,1.790209
528,-0.147852,-0.345492,0.005054,-1.271247,0.886112,-0.545476,0.294943,0.36268,-0.088754,0.470438,-0.339334,-0.16898,-0.578449,-0.653645,-1.020268,-0.256599,-0.306539,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.497657,-0.156811,-0.120897,0.717685,-0.151673,-0.355073,-0.74904,-1.15425,-0.79553,-0.751493,-0.91917,-0.576978,-0.287417,-0.599878,-0.723742,-0.666625,-0.223609,-0.783453,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.646667,-0.011466,0.680963,0.425192,-0.049592,0.24452,-0.201319,0.292862,0.30872,-0.735592,-0.833748,-0.864445,-0.474555,-0.881291,-0.704792,-0.829194,-0.057873,-0.942367,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.499214,-0.30768,0.294998,1.00294,0.195006,0.990962,-0.576948,-1.38492,-1.001287,-1.015753,-0.967023,-0.717325,-0.542749,-1.104058,-0.995498,-0.73548,-0.763012,-0.767396,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097,-0.699097
319,-0.255006,-0.073765,0.28095,-0.402707,1.206127,-0.020977,-1.26,-0.275941,0.110957,-0.171009,-0.620542,-1.085021,0.623299,0.860663,-0.512703,-0.74717,0.040316,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,0.487378,-0.037319,0.112935,0.80676,-0.469145,0.162436,-0.125446,0.147877,0.264531,0.569377,0.028785,-0.067109,-0.290281,0.449208,-0.742623,-0.832794,-0.719672,-0.310442,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,0.53443,-0.300409,0.357559,0.416174,-1.161283,-0.312147,0.02822,-0.093837,-0.084077,-0.241852,-0.34353,-0.025725,-0.438977,0.398164,-0.783568,-0.628833,-0.742239,-0.066993,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,0.588539,-0.043035,0.135155,1.920346,0.593671,0.741076,-1.114108,0.38523,-0.235662,-0.062938,-0.355721,-0.237955,-0.487463,-0.163814,-0.773997,-0.635741,-0.665027,-0.378467,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661,0.550661
708,0.693962,1.010968,0.098865,0.052815,0.080073,-1.996472,-1.601669,0.126645,-1.013055,-0.315206,-1.226946,-0.02722,-1.125301,0.207136,-0.054664,0.949499,1.530782,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,-0.40531,0.057019,0.431715,-0.276349,0.906659,1.301266,2.313705,0.468464,0.806989,2.221742,1.662905,1.467167,0.877535,2.020251,0.511093,1.680804,2.959394,2.996697,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,-0.488775,0.109705,0.215334,-0.096426,-0.024091,0.789143,1.033575,0.839204,0.853978,0.842438,1.856055,1.982479,1.917858,1.436228,1.468094,3.404645,3.300827,3.385279,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.436668,-0.445077,0.228609,0.871864,-0.384718,1.012044,2.532202,1.391743,1.226315,3.312008,2.946904,2.003535,1.521378,2.137562,1.317684,2.585276,3.051362,3.403961,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804,-0.490804
829,1.875379,1.360622,0.66928,1.663235,0.566966,-0.693724,0.235733,-0.442496,0.606096,-0.274385,0.348448,-0.620747,-0.620886,-0.544611,0.004089,0.411423,0.04,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,-0.593082,2.444109,2.119197,0.697246,1.325831,0.457493,0.460519,-0.143786,-0.394424,0.327649,0.049479,0.617958,0.377297,0.061839,-0.174774,-0.388229,0.236589,-0.215365,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,-0.563077,0.334095,0.198235,-0.43032,-0.650976,-0.312194,-0.642623,-1.269034,-1.013521,-1.077957,-1.032346,-0.192238,-1.091019,-1.027669,-1.030839,-0.765507,-0.802878,-0.390534,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.609349,-0.121766,-0.455233,-1.230697,-0.332412,0.182528,-1.713833,-1.296558,-1.031342,-1.016935,-0.417178,-0.116502,-0.433277,-0.645731,-1.071947,-0.95014,-0.691212,-0.832183,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518,-0.719518
735,-0.975189,0.326963,-0.352296,-0.957493,-0.031614,0.909483,1.120632,0.615278,0.073945,-0.178741,0.465953,0.264051,-1.49544,-0.220085,0.829151,-0.694193,0.86952,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.705951,-0.75975,-0.417217,-0.801443,-0.195589,0.224566,0.698856,-0.692397,-0.38843,-0.804504,-0.726025,1.483783,-1.176249,-1.459655,-1.728328,-1.800071,-0.333816,-1.346319,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.770504,-0.691891,2.089572,1.843937,2.380043,2.735118,1.630944,-0.389587,-0.059321,-0.573996,-0.38268,0.325385,-0.558239,-0.314377,-0.467718,-0.481062,-0.443013,-0.382014,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.708606,-0.536186,0.527729,-0.079943,0.358965,0.900776,1.206211,-0.112415,1.605783,0.496779,0.667561,2.661612,0.842169,0.752258,0.168218,-0.10839,0.668589,0.20227,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078,-0.78078
1009,-0.755521,-0.792654,-1.053297,0.036011,0.114931,1.205693,0.781442,0.543882,0.104405,-2.635601,-2.141415,-0.468295,1.013925,0.234457,0.67851,1.870367,-0.080225,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,0.595116,-0.998611,-0.988305,-1.055964,-0.372204,-0.848921,-0.069743,-0.465043,-0.513012,-0.630824,0.328749,-0.228929,-0.787161,-1.022227,-0.292646,0.27918,0.000135,0.130393,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,0.433813,-0.827247,-1.048785,-1.623787,0.282486,-1.312013,-1.086784,-1.368427,-1.187858,-0.446057,0.356371,-0.586031,0.249533,0.124661,-0.434779,0.63165,0.435875,1.009329,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,0.391384,-0.457925,-0.545128,-1.439908,-0.295529,-1.331598,-0.33106,-0.93602,-0.991089,-1.12753,-0.700086,-0.66226,-0.305057,-1.172981,-0.681042,-0.427632,-0.092123,-0.096886,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674,0.211674
529,-0.700005,-0.676618,-0.813493,-0.221825,0.968273,0.34442,0.656231,0.195691,0.398587,0.374467,-0.790171,0.218227,-0.045303,0.706214,-0.263138,-1.871679,-1.396834,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,0.329362,-0.607553,-0.421142,-0.696947,-0.025228,0.213898,0.542981,-0.250223,-1.003738,-0.563693,-0.000878,0.124716,-0.766257,-0.705742,-0.117344,-0.35361,-0.120877,0.411476,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,0.323907,-0.714811,-0.282002,-0.606864,-1.244793,-0.947008,-0.661444,-0.962414,-1.073274,-0.963108,-0.344605,-0.834812,-0.300827,-0.947313,-0.395776,-0.703938,-0.556162,0.119791,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.303418,-0.800068,0.303869,-0.318362,0.097771,0.27411,-0.291872,-0.848376,-0.942037,-0.696515,-0.033502,0.303761,-0.799503,-0.630368,-0.513036,-0.110128,-0.435632,0.391572,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258,-0.270258
